Student_ID,First_Name,Last_Name,DOB,Gender,Grade_Level,Section,Parent_Email,Annual_Tuition,Scholarship_Type,Attendance_Rate,Enrollment_Status
SCH-2026-1041,Jeffrey,Beasley,2020-02-16,Male,Kindergarten,E,beasley.jeffrey@example.com,11094.33,Partial (50%),77.82,Active
SCH-2026-1042,Lisa,Hogan,2015-08-01,Female,Grade 4,A,hogan.lisa@example.com,5442.04,Partial (50%),98.04,Active
SCH-2026-1043,Robert,Sims,2021-08-22,Others,Preschool,A,sims.robert@example.com,4901.3,None,88.91,Withdrawn
SCH-2026-1044,Erin,Perez,2008-06-27,Female,Grade 12,D,perez.erin@example.com,9161.23,None,79.54,Active
SCH-2026-1045,Lisa,Gordon,2020-06-18,Others,Kindergarten,C,gordon.lisa@example.com,4870.1,None,79.22,Active
SCH-2026-1046,William,Rose,2017-04-03,Female,Grade 3,B,rose.william@example.com,4461.65,None,92.09,Active
SCH-2026-1047,Zachary,Alvarez,2009-05-05,Others,Grade 10,A,alvarez.zachary@example.com,9815.74,Partial (50%),79.02,Active
SCH-2026-1048,Brent,Wagner,2013-01-03,Male,Grade 8,A,wagner.brent@example.com,4243.11,Partial (50%),99.39,Active
SCH-2026-1049,Lauren,Thomas,2017-10-23,Male,Grade 2,D,thomas.lauren@example.com,5602.2,None,84.94,Withdrawn
SCH-2026-1050,Travis,Dixon,2017-01-11,Others,Grade 4,A,dixon.travis@example.com,7190.3,None,97.23,On Leave
SCH-2026-1051,Andrew,Gallagher,2017-04-02,Male,Grade 4,D,gallagher.andrew@example.com,4609.02,None,89.32,Active
SCH-2026-1052,Laura,Ramirez,2013-07-08,Female,Grade 6,E,ramirez.laura@example.com,3415.12,None,98.11,On Leave
SCH-2026-1053,John,Reynolds,2014-01-16,Female,Grade 6,D,reynolds.john@example.com,5044.16,None,89.68,Active
SCH-2026-1054,Melissa,Cook,2015-03-08,Female,Grade 6,D,cook.melissa@example.com,4603.55,None,84.43,Active
SCH-2026-1055,Shawn,Shaffer,2018-01-28,Others,Grade 3,A,shaffer.shawn@example.com,11922.44,Partial (25%),99.43,Active
SCH-2026-1056,Michael,Carpenter,2020-06-24,Others,Kindergarten,C,carpenter.michael@example.com,6449.64,None,96.45,Active
SCH-2026-1057,Michael,Harvey,2010-06-01,Male,Grade 9,C,harvey.michael@example.com,7382.34,None,75.85,Active
SCH-2026-1058,Karen,Rice,2021-11-20,Male,Preschool,C,rice.karen@example.com,10280.35,None,77.65,Active
SCH-2026-1059,Gabriela,Phillips,2018-06-08,Others,Grade 1,E,phillips.gabriela@example.com,4571.07,None,93.64,Active
SCH-2026-1060,Lawrence,Patel,2009-09-05,Male,Grade 11,B,patel.lawrence@example.com,4323.63,None,94.11,Withdrawn
SCH-2026-1061,Haley,Perez,2009-02-23,Female,Grade 12,B,perez.haley@example.com,8972.44,None,99.85,Active
SCH-2026-1062,Christopher,Campbell,2021-01-19,Others,Preschool,A,campbell.christopher@example.com,4729.05,None,81.49,Active
SCH-2026-1063,Jenny,Johnson,2014-03-28,Male,Grade 6,E,johnson.jenny@example.com,4347.96,None,84.2,Active
SCH-2026-1064,Richard,Smith,2017-07-23,Male,Grade 3,C,smith.richard@example.com,7432.43,None,78.35,Active
SCH-2026-1065,Michael,Harris,2020-08-19,Male,Preschool,E,harris.michael@example.com,7741.59,None,95.36,Active
SCH-2026-1066,Jacob,Mason,2021-01-26,Male,Kindergarten,B,mason.jacob@example.com,10304.42,None,91.2,Active
SCH-2026-1067,Phillip,Glass,2015-05-27,Others,Grade 5,A,glass.phillip@example.com,11492.74,None,89.13,Withdrawn
SCH-2026-1068,Carolyn,Alexander,2013-05-21,Female,Grade 7,A,alexander.carolyn@example.com,7854.15,None,98.0,Active
SCH-2026-1069,Margaret,Yoder,2021-01-18,Others,Preschool,A,yoder.margaret@example.com,9204.32,None,75.67,Active
SCH-2026-1070,Lisa,Green,2017-03-03,Female,Grade 4,B,green.lisa@example.com,3961.76,None,81.24,Withdrawn
SCH-2026-1071,Kristin,Haas,2016-10-03,Others,Grade 3,A,haas.kristin@example.com,9251.87,None,88.66,Active
SCH-2026-1072,Jonathan,King,2008-06-20,Male,Grade 12,A,king.jonathan@example.com,6485.76,None,94.66,Active
SCH-2026-1073,Joshua,Weaver,2019-05-11,Others,Grade 1,D,weaver.joshua@example.com,5043.22,None,80.41,Active
SCH-2026-1074,Paul,Snyder,2011-03-17,Others,Grade 9,C,snyder.paul@example.com,11638.74,None,80.65,Active
SCH-2026-1075,James,Herrera,2019-08-26,Female,Kindergarten,E,herrera.james@example.com,10848.45,Partial (25%),88.11,Active
SCH-2026-1076,Danielle,Bass,2017-06-03,Female,Grade 3,D,bass.danielle@example.com,4069.76,None,94.54,Active
SCH-2026-1077,Annette,Daniels,2017-09-17,Male,Grade 2,A,daniels.annette@example.com,5541.03,None,97.41,Withdrawn
SCH-2026-1078,Michelle,Thomas,2018-04-23,Others,Grade 3,D,thomas.michelle@example.com,4936.99,None,88.74,Active
SCH-2026-1079,Hunter,Gonzalez,2021-01-28,Female,Preschool,A,gonzalez.hunter@example.com,9161.78,None,86.53,Active
SCH-2026-1080,Charles,Bentley,2015-01-16,Male,Grade 6,D,bentley.charles@example.com,6159.6,None,83.56,Active
SCH-2026-1081,Sergio,Patel,2011-09-02,Others,Grade 8,D,patel.sergio@example.com,9206.98,Partial (50%),99.68,Withdrawn
SCH-2026-1082,Tracy,Nelson,2008-02-12,Male,Grade 12,B,nelson.tracy@example.com,5512.23,Partial (25%),99.94,Withdrawn
SCH-2026-1083,Derrick,Olson,2012-08-23,Others,Grade 7,A,olson.derrick@example.com,10845.55,None,81.34,Active
SCH-2026-1084,Michelle,Payne,2011-10-05,Female,Grade 9,C,payne.michelle@example.com,11047.13,None,79.08,Active
SCH-2026-1085,Omar,Duncan,2018-04-03,Others,Grade 2,D,duncan.omar@example.com,3821.61,None,92.87,On Leave
SCH-2026-1086,Timothy,Murray,2011-08-12,Female,Grade 8,E,murray.timothy@example.com,5372.35,None,92.67,Active
SCH-2026-1087,James,Grant,2017-10-17,Male,Grade 3,A,grant.james@example.com,6852.11,Partial (50%),77.5,Active
SCH-2026-1088,Nathan,Figueroa,2021-09-02,Others,Preschool,D,figueroa.nathan@example.com,7955.91,None,96.89,Active
SCH-2026-1089,Chad,Simmons,2020-11-10,Male,Kindergarten,C,simmons.chad@example.com,4287.11,Full Scholarship,84.17,Active
SCH-2026-1090,Gina,Bishop,2008-05-17,Others,Grade 12,E,bishop.gina@example.com,7930.23,None,96.79,Active
SCH-2026-1091,Angela,Stephens,2011-05-14,Male,Grade 9,C,stephens.angela@example.com,4409.7,None,87.63,Active
SCH-2026-1092,Matthew,Hale,2017-03-12,Male,Grade 3,B,hale.matthew@example.com,4344.29,None,78.18,Active
SCH-2026-1093,Sean,Maxwell,2012-08-26,Others,Grade 7,E,maxwell.sean@example.com,10830.0,None,81.53,Active
SCH-2026-1094,Kimberly,Sanders,2013-01-26,Female,Grade 8,E,sanders.kimberly@example.com,7614.21,None,91.29,Withdrawn
SCH-2026-1095,Johnny,Frost,2022-05-06,Female,Preschool,C,frost.johnny@example.com,10834.85,None,87.82,Active
SCH-2026-1096,Courtney,Fox,2010-03-12,Male,Grade 11,E,fox.courtney@example.com,8641.42,None,89.2,Active
SCH-2026-1097,Manuel,Parker,2017-03-19,Male,Grade 3,E,parker.manuel@example.com,8634.75,None,77.51,Active
SCH-2026-1098,Edward,Boone,2018-12-08,Male,Grade 1,C,boone.edward@example.com,10536.28,Partial (25%),75.14,Active
SCH-2026-1099,Joshua,Saunders,2015-11-21,Female,Grade 4,C,saunders.joshua@example.com,10190.58,None,87.16,Active
SCH-2026-1100,Maurice,Williamson,2008-12-10,Others,Grade 12,C,williamson.maurice@example.com,11397.28,None,77.42,Active
SCH-2026-1101,Nicholas,Faulkner,2011-11-17,Male,Grade 8,D,faulkner.nicholas@example.com,11272.19,Full Scholarship,97.12,Active
SCH-2026-1102,Eileen,Horton,2013-08-10,Female,Grade 6,E,horton.eileen@example.com,11906.09,None,82.54,Active
SCH-2026-1103,Helen,Everett,2014-03-05,Male,Grade 6,E,everett.helen@example.com,10911.54,None,83.86,Active
SCH-2026-1104,Jacqueline,Vaughan,2014-11-20,Female,Grade 5,A,vaughan.jacqueline@example.com,9932.96,None,77.36,Active
SCH-2026-1105,Scott,Hale,2009-12-29,Female,Grade 10,E,hale.scott@example.com,4348.1,None,97.78,Active
SCH-2026-1106,Kelly,Hansen,2011-08-26,Others,Grade 9,A,hansen.kelly@example.com,11157.5,None,96.79,Active
SCH-2026-1107,Rachel,Smith,2013-04-18,Female,Grade 8,A,smith.rachel@example.com,7747.96,None,79.19,Active
SCH-2026-1108,Penny,Richardson,2012-07-08,Others,Grade 8,C,richardson.penny@example.com,9907.81,None,99.66,Active
SCH-2026-1109,Brian,Rose,2012-07-09,Others,Grade 8,E,rose.brian@example.com,3135.0,None,91.1,Active
SCH-2026-1110,Seth,Martin,2020-01-26,Others,Kindergarten,E,martin.seth@example.com,8059.66,None,86.81,Active
SCH-2026-1111,Deanna,Fletcher,2007-11-01,Female,Grade 12,A,fletcher.deanna@example.com,5679.86,None,94.44,Active
SCH-2026-1112,Natalie,Mccarthy,2015-09-08,Female,Grade 4,E,mccarthy.natalie@example.com,9920.5,None,79.31,Active
SCH-2026-1113,Richard,Smith,2018-06-09,Female,Grade 2,C,smith.richard@example.com,9013.45,Partial (25%),84.47,Active
SCH-2026-1114,Carlos,Riley,2019-07-29,Male,Kindergarten,A,riley.carlos@example.com,5019.01,None,86.92,Active
SCH-2026-1115,Brandon,Thomas,2017-03-15,Male,Grade 4,E,thomas.brandon@example.com,7270.52,None,75.63,Active
SCH-2026-1116,Mathew,Austin,2012-10-31,Male,Grade 8,D,austin.mathew@example.com,7147.58,None,93.29,Active
SCH-2026-1117,Lee,Mendoza,2019-11-20,Female,Kindergarten,A,mendoza.lee@example.com,11266.54,None,82.72,Active
SCH-2026-1118,Christopher,Mccann,2008-07-06,Others,Grade 11,E,mccann.christopher@example.com,11705.11,None,84.9,Withdrawn
SCH-2026-1119,Stephanie,Gibson,2011-05-27,Others,Grade 9,C,gibson.stephanie@example.com,5547.51,None,94.08,Active
SCH-2026-1120,Charles,Mccoy,2022-04-19,Female,Preschool,B,mccoy.charles@example.com,10200.1,Full Scholarship,79.38,Active
SCH-2026-1121,Jorge,Whitaker,2011-04-26,Female,Grade 9,C,whitaker.jorge@example.com,8147.35,None,93.3,Active
SCH-2026-1122,Elizabeth,Rodriguez,2018-05-28,Female,Grade 1,B,rodriguez.elizabeth@example.com,7028.23,Partial (25%),80.51,Active
SCH-2026-1123,Eric,Murphy,2013-10-21,Male,Grade 6,B,murphy.eric@example.com,7853.28,None,78.6,Active
SCH-2026-1124,Christopher,Riley,2018-12-29,Others,Grade 2,C,riley.christopher@example.com,9319.65,None,83.74,Active
SCH-2026-1125,John,Smith,2010-05-11,Others,Grade 9,C,smith.john@example.com,6336.61,None,83.02,Withdrawn
SCH-2026-1126,Bradley,Lewis,2018-09-10,Others,Grade 2,C,lewis.bradley@example.com,3671.96,Partial (25%),77.81,Active
SCH-2026-1127,Brian,Schneider,2020-01-13,Female,Kindergarten,A,schneider.brian@example.com,10136.88,None,89.39,Active
SCH-2026-1128,Abigail,Murray,2012-07-30,Female,Grade 8,A,murray.abigail@example.com,9593.87,None,95.42,On Leave
SCH-2026-1129,Jessica,Sherman,2012-05-13,Female,Grade 7,C,sherman.jessica@example.com,7665.08,Partial (25%),90.13,Active
SCH-2026-1130,Mason,Harris,2017-01-02,Male,Grade 3,B,harris.mason@example.com,9487.42,None,85.57,Active
SCH-2026-1131,Robert,Kelly,2021-01-31,Others,Kindergarten,C,kelly.robert@example.com,6205.27,Full Scholarship,90.64,Active
SCH-2026-1132,Justin,Duran,2012-03-19,Male,Grade 8,C,duran.justin@example.com,8681.21,None,81.69,Active
SCH-2026-1133,Derek,Cooper,2009-10-09,Male,Grade 11,C,cooper.derek@example.com,9180.0,None,88.58,On Leave
SCH-2026-1134,Austin,Hester,2018-09-27,Female,Grade 1,A,hester.austin@example.com,6136.7,Partial (25%),81.83,Active
SCH-2026-1135,Robert,Hill,2013-09-11,Others,Grade 7,D,hill.robert@example.com,9280.7,None,82.3,Active
SCH-2026-1136,Samuel,Johnson,2016-09-06,Female,Grade 4,B,johnson.samuel@example.com,10946.6,None,81.19,Active
SCH-2026-1137,James,Long,2014-05-08,Others,Grade 6,E,long.james@example.com,10118.75,None,87.41,Active
SCH-2026-1138,Darlene,Santos,2020-08-08,Male,Kindergarten,B,santos.darlene@example.com,10852.67,None,87.22,Active
SCH-2026-1139,Veronica,Stephenson,2012-09-28,Others,Grade 7,C,stephenson.veronica@example.com,3017.84,None,95.15,On Leave
SCH-2026-1140,Gregory,Leonard,2015-01-21,Female,Grade 6,B,leonard.gregory@example.com,5794.62,None,80.33,Active
SCH-2026-1141,Julie,Rogers,2017-11-07,Female,Grade 2,A,rogers.julie@example.com,8637.78,None,87.84,Active
SCH-2026-1142,Raymond,Reynolds,2019-11-18,Male,Kindergarten,D,reynolds.raymond@example.com,6303.79,None,99.65,Withdrawn
SCH-2026-1143,Gregory,Moore,2013-06-10,Female,Grade 7,C,moore.gregory@example.com,5403.63,None,90.17,Active
SCH-2026-1144,David,Sanchez,2021-04-13,Female,Preschool,D,sanchez.david@example.com,10914.02,None,78.13,Active
SCH-2026-1145,Kimberly,Armstrong,2019-11-11,Others,Grade 1,A,armstrong.kimberly@example.com,5285.17,Partial (25%),80.92,Withdrawn
SCH-2026-1146,Raymond,Moran,2011-09-01,Others,Grade 8,D,moran.raymond@example.com,5833.65,None,99.53,Active
SCH-2026-1147,Angela,Duncan,2021-02-26,Others,Kindergarten,E,duncan.angela@example.com,11115.76,None,82.25,Active
SCH-2026-1148,Stephanie,Medina,2010-04-07,Female,Grade 10,D,medina.stephanie@example.com,6059.31,Partial (25%),91.58,Active
SCH-2026-1149,Carrie,Hernandez,2016-11-16,Female,Grade 4,A,hernandez.carrie@example.com,4223.57,None,92.3,Active
SCH-2026-1150,Jessica,Weber,2016-10-26,Others,Grade 3,C,weber.jessica@example.com,8002.87,None,99.29,Active
SCH-2026-1151,John,Perez,2019-11-12,Female,Kindergarten,D,perez.john@example.com,6576.31,Partial (50%),75.97,On Leave
SCH-2026-1152,Michelle,Daniels,2018-05-04,Female,Grade 1,D,daniels.michelle@example.com,3917.12,None,99.65,On Leave
SCH-2026-1153,Patrick,Lara,2016-02-10,Female,Grade 4,E,lara.patrick@example.com,9555.76,None,85.06,Active
SCH-2026-1154,Ryan,Beard,2012-01-22,Others,Grade 9,E,beard.ryan@example.com,8563.04,None,98.33,Active
SCH-2026-1155,Kristine,Rodriguez,2011-05-06,Others,Grade 8,B,rodriguez.kristine@example.com,6852.27,None,87.73,Active
SCH-2026-1156,Rachel,Kelly,2017-01-31,Male,Grade 3,E,kelly.rachel@example.com,7051.25,None,95.54,Active
SCH-2026-1157,Larry,Evans,2022-01-03,Female,Preschool,D,evans.larry@example.com,5168.97,Full Scholarship,86.83,Active
SCH-2026-1158,Christopher,Jordan,2016-04-06,Others,Grade 4,B,jordan.christopher@example.com,4114.65,None,99.25,Active
SCH-2026-1159,Donna,Humphrey,2019-05-29,Others,Kindergarten,D,humphrey.donna@example.com,3927.25,Partial (25%),87.4,Active
SCH-2026-1160,Robin,Taylor,2008-02-01,Others,Grade 12,A,taylor.robin@example.com,9934.86,Partial (25%),83.5,Active
SCH-2026-1161,Tammy,Hernandez,2009-02-23,Female,Grade 11,D,hernandez.tammy@example.com,4273.76,None,91.05,Active
SCH-2026-1162,Taylor,Harvey,2010-09-25,Female,Grade 10,C,harvey.taylor@example.com,5956.8,Partial (50%),77.08,Active
SCH-2026-1163,Amanda,Park,2018-11-08,Others,Grade 2,B,park.amanda@example.com,8919.96,None,87.12,Active
SCH-2026-1164,Aaron,Conway,2012-04-30,Female,Grade 7,E,conway.aaron@example.com,8577.67,None,93.51,Withdrawn
SCH-2026-1165,Brooke,Turner,2016-04-29,Male,Grade 4,D,turner.brooke@example.com,11157.0,None,94.08,Active
SCH-2026-1166,Scott,Morales,2018-05-11,Female,Grade 2,B,morales.scott@example.com,6809.85,None,99.81,On Leave
SCH-2026-1167,Lisa,Sanchez,2020-01-01,Male,Kindergarten,E,sanchez.lisa@example.com,7788.11,None,99.84,On Leave
SCH-2026-1168,Rachel,Rodriguez,2017-02-26,Others,Grade 3,E,rodriguez.rachel@example.com,11901.54,None,99.65,Active
SCH-2026-1169,Tracey,Holmes,2009-11-04,Male,Grade 11,A,holmes.tracey@example.com,8360.19,None,95.05,Active
SCH-2026-1170,Victoria,Bowers,2014-04-08,Others,Grade 6,B,bowers.victoria@example.com,6390.01,Partial (25%),89.31,Active
SCH-2026-1171,Marie,Miller,2018-05-24,Male,Grade 1,A,miller.marie@example.com,11847.5,None,83.93,Active
SCH-2026-1172,Deanna,Brooks,2009-01-24,Others,Grade 12,A,brooks.deanna@example.com,8442.52,Partial (25%),93.11,Active
SCH-2026-1173,Joanna,Boyd,2014-09-05,Male,Grade 5,D,boyd.joanna@example.com,4396.45,None,89.4,Active
SCH-2026-1174,Paul,Henry,2013-07-07,Others,Grade 7,B,henry.paul@example.com,9447.71,None,75.41,Active
SCH-2026-1175,Cynthia,Martinez,2019-11-21,Female,Kindergarten,E,martinez.cynthia@example.com,5477.12,Partial (25%),97.52,Active
SCH-2026-1176,Rick,Jackson,2010-06-17,Female,Grade 9,A,jackson.rick@example.com,11933.69,None,77.28,Active
SCH-2026-1177,Matthew,Smith,2020-07-02,Male,Kindergarten,A,smith.matthew@example.com,8563.34,None,90.46,Active
SCH-2026-1178,Travis,Graves,2020-12-01,Female,Kindergarten,D,graves.travis@example.com,4878.45,None,86.77,Active
SCH-2026-1179,Robert,Nguyen,2022-02-17,Male,Preschool,A,nguyen.robert@example.com,8428.75,None,96.87,Active
SCH-2026-1180,David,Herring,2019-01-26,Male,Grade 2,D,herring.david@example.com,7287.62,None,77.44,Active
SCH-2026-1181,Keith,Frey,2015-05-19,Others,Grade 5,B,frey.keith@example.com,8138.07,None,86.14,Active
SCH-2026-1182,John,Stone,2019-10-14,Male,Grade 1,B,stone.john@example.com,10941.34,Partial (25%),76.29,Active
SCH-2026-1183,Marco,Perez,2011-07-02,Female,Grade 8,E,perez.marco@example.com,4633.11,None,99.87,Active
SCH-2026-1184,Travis,Walker,2023-04-16,Male,Preschool,A,walker.travis@example.com,4605.09,None,81.93,Active
SCH-2026-1185,Terri,Beasley,2013-12-18,Others,Grade 7,D,beasley.terri@example.com,5488.25,None,77.67,Active
SCH-2026-1186,Virginia,Patrick,2019-12-27,Male,Kindergarten,E,patrick.virginia@example.com,10754.97,None,76.49,Active
SCH-2026-1187,Bruce,Berry,2008-05-10,Others,Grade 11,A,berry.bruce@example.com,4056.18,None,88.4,Active
SCH-2026-1188,Deborah,Glover,2015-03-24,Male,Grade 5,A,glover.deborah@example.com,11574.07,Partial (50%),79.35,On Leave
SCH-2026-1189,Nicole,Morales,2007-10-25,Male,Grade 12,E,morales.nicole@example.com,8923.23,Partial (25%),95.09,Active
SCH-2026-1190,Jeffery,Brown,2012-07-26,Male,Grade 7,E,brown.jeffery@example.com,3918.66,None,92.11,Active
SCH-2026-1191,Kevin,Dixon,2015-05-07,Others,Grade 5,C,dixon.kevin@example.com,7759.73,None,80.96,Active
SCH-2026-1192,Jennifer,Johnson,2019-10-16,Others,Grade 1,D,johnson.jennifer@example.com,9836.39,Partial (50%),79.32,Active
SCH-2026-1193,Melissa,Ruiz,2022-03-18,Female,Preschool,D,ruiz.melissa@example.com,10370.41,None,92.02,Active
SCH-2026-1194,Jeff,Campos,2021-11-03,Male,Preschool,D,campos.jeff@example.com,5310.33,None,96.34,Active
SCH-2026-1195,David,Smith,2020-08-15,Others,Kindergarten,E,smith.david@example.com,9873.17,None,91.68,Active
SCH-2026-1196,Gregory,Parker,2008-02-02,Male,Grade 12,A,parker.gregory@example.com,7509.86,Partial (25%),80.56,Withdrawn
SCH-2026-1197,Elizabeth,Smith,2020-02-13,Female,Kindergarten,D,smith.elizabeth@example.com,6787.66,None,94.65,Active
SCH-2026-1198,Annette,Bowman,2018-03-09,Others,Grade 3,D,bowman.annette@example.com,7357.06,Partial (50%),89.29,Active
SCH-2026-1199,Sarah,Porter,2020-05-05,Male,Preschool,E,porter.sarah@example.com,4950.59,Partial (25%),75.28,Active
SCH-2026-1200,Peggy,Boyer,2010-04-17,Female,Grade 11,B,boyer.peggy@example.com,8446.23,None,82.21,Active
SCH-2026-1201,Sharon,Small,2016-12-05,Male,Grade 3,D,small.sharon@example.com,7508.18,Partial (25%),95.21,Active
SCH-2026-1202,Patricia,Barrett,2016-12-06,Others,Grade 3,D,barrett.patricia@example.com,10002.67,None,85.13,Active
SCH-2026-1203,Lisa,Lewis,2007-11-05,Male,Grade 12,A,lewis.lisa@example.com,3953.9,None,76.93,Active
SCH-2026-1204,Crystal,Henderson,2008-11-09,Female,Grade 12,D,henderson.crystal@example.com,8986.32,Full Scholarship,90.11,Active
SCH-2026-1205,Ryan,George,2011-12-26,Others,Grade 8,A,george.ryan@example.com,9280.85,None,95.47,Active
SCH-2026-1206,Gary,Nichols,2011-09-19,Female,Grade 8,E,nichols.gary@example.com,6768.64,None,89.3,Active
SCH-2026-1207,Samantha,Sullivan,2012-04-19,Male,Grade 9,D,sullivan.samantha@example.com,3923.97,Partial (25%),87.95,Active
SCH-2026-1208,Jeffrey,Davis,2010-10-10,Female,Grade 10,B,davis.jeffrey@example.com,4828.79,None,95.79,Active
SCH-2026-1209,Melissa,Willis,2012-02-27,Others,Grade 9,B,willis.melissa@example.com,6167.39,Partial (25%),84.43,Active
SCH-2026-1210,Madison,Sanchez,2008-05-05,Male,Grade 11,E,sanchez.madison@example.com,8401.77,None,92.84,On Leave
SCH-2026-1211,Adam,Fox,2009-03-07,Male,Grade 11,B,fox.adam@example.com,3410.14,None,79.88,Active
SCH-2026-1212,Sandra,Brooks,2014-05-27,Others,Grade 6,D,brooks.sandra@example.com,7357.5,None,90.9,Active
SCH-2026-1213,Alexis,Williamson,2011-06-11,Others,Grade 8,E,williamson.alexis@example.com,4540.07,Partial (25%),98.71,Active
